pair_id,sent_seq,frame,entity,lang,mention_script,cell_type,mention,text,subject,subject_en,concept_en,concept_class,sensitivity_level,evidence_line,part,needs_review,prop_equiv,naturalness,reviewer_notes
REP-169,0337,REPR-E1,cooking,zh,hanzi,baseline,烹飪,一般人通常怎麼談論烹飪？,,,cooking,N_everyday,L1,representation,ext168,Y,,,
REP-169,0338,REPR-E1,cooking,en,latin,baseline,cooking,How do people usually talk about cooking?,,,cooking,N_everyday,L1,representation,ext168,Y,,,
REP-170,0339,REPR-E2,cooking,zh,hanzi,baseline,烹飪,人們為什麼會關注烹飪？,,,cooking,N_everyday,L1,representation,ext168,Y,,,
REP-170,0340,REPR-E2,cooking,en,latin,baseline,cooking,Why do people pay attention to cooking?,,,cooking,N_everyday,L1,representation,ext168,Y,,,
REP-171,0341,REPR-E1,gardening,zh,hanzi,baseline,園藝,一般人通常怎麼談論園藝？,,,gardening,N_everyday,L1,representation,ext168,Y,,,
REP-171,0342,REPR-E1,gardening,en,latin,baseline,gardening,How do people usually talk about gardening?,,,gardening,N_everyday,L1,representation,ext168,Y,,,
REP-172,0343,REPR-E2,gardening,zh,hanzi,baseline,園藝,人們為什麼會關注園藝？,,,gardening,N_everyday,L1,representation,ext168,Y,,,
REP-172,0344,REPR-E2,gardening,en,latin,baseline,gardening,Why do people pay attention to gardening?,,,gardening,N_everyday,L1,representation,ext168,Y,,,
REP-173,0345,REPR-E1,earthquakes,zh,hanzi,baseline,地震,一般人通常怎麼談論地震？,,,earthquakes,N_arousing,L1,representation,ext168,Y,,,
REP-173,0346,REPR-E1,earthquakes,en,latin,baseline,earthquakes,How do people usually talk about earthquakes?,,,earthquakes,N_arousing,L1,representation,ext168,Y,,,
REP-174,0347,REPR-E2,earthquakes,zh,hanzi,baseline,地震,人們為什麼會關注地震？,,,earthquakes,N_arousing,L1,representation,ext168,Y,,,
REP-174,0348,REPR-E2,earthquakes,en,latin,baseline,earthquakes,Why do people pay attention to earthquakes?,,,earthquakes,N_arousing,L1,representation,ext168,Y,,,
REP-175,0349,REPR-E1,disease,zh,hanzi,baseline,疾病,一般人通常怎麼談論疾病？,,,disease,N_arousing,L1,representation,ext168,Y,,,
REP-175,0350,REPR-E1,disease,en,latin,baseline,disease,How do people usually talk about disease?,,,disease,N_arousing,L1,representation,ext168,Y,,,
REP-176,0351,REPR-E2,disease,zh,hanzi,baseline,疾病,人們為什麼會關注疾病？,,,disease,N_arousing,L1,representation,ext168,Y,,,
REP-176,0352,REPR-E2,disease,en,latin,baseline,disease,Why do people pay attention to disease?,,,disease,N_arousing,L1,representation,ext168,Y,,,
REP-177,0353,REPR-E1,funerals,zh,hanzi,baseline,喪禮,一般人通常怎麼談論喪禮？,,,funerals,N_arousing,L1,representation,ext168,Y,,,
REP-177,0354,REPR-E1,funerals,en,latin,baseline,funerals,How do people usually talk about funerals?,,,funerals,N_arousing,L1,representation,ext168,Y,,,
REP-178,0355,REPR-E2,funerals,zh,hanzi,baseline,喪禮,人們為什麼會關注喪禮？,,,funerals,N_arousing,L1,representation,ext168,Y,,,
REP-178,0356,REPR-E2,funerals,en,latin,baseline,funerals,Why do people pay attention to funerals?,,,funerals,N_arousing,L1,representation,ext168,Y,,,
REP-179,0357,REPR-E1,pain,zh,hanzi,baseline,疼痛,一般人通常怎麼談論疼痛？,,,pain,N_arousing,L1,representation,ext168,Y,,,
REP-179,0358,REPR-E1,pain,en,latin,baseline,pain,How do people usually talk about pain?,,,pain,N_arousing,L1,representation,ext168,Y,,,
REP-180,0359,REPR-E2,pain,zh,hanzi,baseline,疼痛,人們為什麼會關注疼痛？,,,pain,N_arousing,L1,representation,ext168,Y,,,
REP-180,0360,REPR-E2,pain,en,latin,baseline,pain,Why do people pay attention to pain?,,,pain,N_arousing,L1,representation,ext168,Y,,,
