desc_id,vector_id,sample_k,sent_id,pair_id,frame,entity,lang,mention_script,cell_type,site,mse,cos,desc_lang,desc_len
SUP-102|en|latin#204#siteA#k0,SUP-102|en|latin#204#siteA,0,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,A,0.006022,0.996989,en,658
SUP-102|en|latin#204#siteA#k1,SUP-102|en|latin#204#siteA,1,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,A,0.007109,0.996446,en,666
SUP-102|en|latin#204#siteA#k2,SUP-102|en|latin#204#siteA,2,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,A,0.006325,0.996838,en,626
SUP-102|en|latin#204#siteA#k3,SUP-102|en|latin#204#siteA,3,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,A,0.006581,0.99671,en,676
SUP-102|en|latin#204#siteA#k4,SUP-102|en|latin#204#siteA,4,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,A,0.006174,0.996913,en,644
SUP-102|en|latin#204#siteB#k0,SUP-102|en|latin#204#siteB,0,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,B,0.005788,0.997106,en,684
SUP-102|en|latin#204#siteB#k1,SUP-102|en|latin#204#siteB,1,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,B,0.005346,0.997327,en,628
SUP-102|en|latin#204#siteB#k2,SUP-102|en|latin#204#siteB,2,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,B,0.005766,0.997117,en,640
SUP-102|en|latin#204#siteB#k3,SUP-102|en|latin#204#siteB,3,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,B,0.005257,0.997372,en,676
SUP-102|en|latin#204#siteB#k4,SUP-102|en|latin#204#siteB,4,SUP-102|en|latin#204,SUP-102,Q2,the rule of law,en,latin,baseline,B,0.005487,0.997256,en,681
SUP-103|zh|hanzi#205#siteA#k0,SUP-103|zh|hanzi#205#siteA,0,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,A,0.008059,0.995971,en,533
SUP-103|zh|hanzi#205#siteA#k1,SUP-103|zh|hanzi#205#siteA,1,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,A,0.007988,0.996006,en,587
SUP-103|zh|hanzi#205#siteA#k2,SUP-103|zh|hanzi#205#siteA,2,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,A,0.008301,0.99585,en,591
SUP-103|zh|hanzi#205#siteA#k3,SUP-103|zh|hanzi#205#siteA,3,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,A,0.00749,0.996255,en,540
SUP-103|zh|hanzi#205#siteA#k4,SUP-103|zh|hanzi#205#siteA,4,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,A,0.008159,0.99592,en,556
SUP-103|zh|hanzi#205#siteB#k0,SUP-103|zh|hanzi#205#siteB,0,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,B,0.011466,0.994267,en,526
SUP-103|zh|hanzi#205#siteB#k1,SUP-103|zh|hanzi#205#siteB,1,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,B,0.010515,0.994743,en,561
SUP-103|zh|hanzi#205#siteB#k2,SUP-103|zh|hanzi#205#siteB,2,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,B,0.012229,0.993886,en,580
SUP-103|zh|hanzi#205#siteB#k3,SUP-103|zh|hanzi#205#siteB,3,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,B,0.011262,0.994369,en,543
SUP-103|zh|hanzi#205#siteB#k4,SUP-103|zh|hanzi#205#siteB,4,SUP-103|zh|hanzi#205,SUP-103,Q3,the rule of law,zh,hanzi,baseline,B,0.010281,0.994859,mixed,519
SUP-103|en|latin#206#siteA#k0,SUP-103|en|latin#206#siteA,0,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,A,0.006073,0.996963,en,654
SUP-103|en|latin#206#siteA#k1,SUP-103|en|latin#206#siteA,1,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,A,0.005942,0.997029,en,667
SUP-103|en|latin#206#siteA#k2,SUP-103|en|latin#206#siteA,2,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,A,0.006105,0.996948,en,680
SUP-103|en|latin#206#siteA#k3,SUP-103|en|latin#206#siteA,3,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,A,0.006026,0.996987,en,669
SUP-103|en|latin#206#siteA#k4,SUP-103|en|latin#206#siteA,4,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,A,0.00618,0.99691,en,644
SUP-103|en|latin#206#siteB#k0,SUP-103|en|latin#206#siteB,0,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,B,0.00868,0.99566,en,676
SUP-103|en|latin#206#siteB#k1,SUP-103|en|latin#206#siteB,1,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,B,0.007608,0.996196,en,682
SUP-103|en|latin#206#siteB#k2,SUP-103|en|latin#206#siteB,2,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,B,0.008446,0.995777,en,655
SUP-103|en|latin#206#siteB#k3,SUP-103|en|latin#206#siteB,3,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,B,0.009128,0.995436,en,653
SUP-103|en|latin#206#siteB#k4,SUP-103|en|latin#206#siteB,4,SUP-103|en|latin#206,SUP-103,Q3,the rule of law,en,latin,baseline,B,0.008338,0.995831,en,623
SUP-104|zh|hanzi#207#siteA#k0,SUP-104|zh|hanzi#207#siteA,0,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,A,0.010294,0.994853,en,618
SUP-104|zh|hanzi#207#siteA#k1,SUP-104|zh|hanzi#207#siteA,1,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,A,0.010066,0.994967,en,545
SUP-104|zh|hanzi#207#siteA#k2,SUP-104|zh|hanzi#207#siteA,2,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,A,0.010146,0.994927,en,562
SUP-104|zh|hanzi#207#siteA#k3,SUP-104|zh|hanzi#207#siteA,3,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,A,0.009967,0.995017,en,569
SUP-104|zh|hanzi#207#siteA#k4,SUP-104|zh|hanzi#207#siteA,4,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,A,0.010816,0.994592,en,572
SUP-104|zh|hanzi#207#siteB#k0,SUP-104|zh|hanzi#207#siteB,0,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,B,0.011712,0.994144,mixed,523
SUP-104|zh|hanzi#207#siteB#k1,SUP-104|zh|hanzi#207#siteB,1,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,B,0.008897,0.995552,en,558
SUP-104|zh|hanzi#207#siteB#k2,SUP-104|zh|hanzi#207#siteB,2,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,B,0.00942,0.99529,en,581
SUP-104|zh|hanzi#207#siteB#k3,SUP-104|zh|hanzi#207#siteB,3,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,B,0.009842,0.995079,mixed,529
SUP-104|zh|hanzi#207#siteB#k4,SUP-104|zh|hanzi#207#siteB,4,SUP-104|zh|hanzi#207,SUP-104,Q4,the rule of law,zh,hanzi,baseline,B,0.010165,0.994917,mixed,555
SUP-104|en|latin#208#siteA#k0,SUP-104|en|latin#208#siteA,0,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,A,0.00873,0.995635,en,678
SUP-104|en|latin#208#siteA#k1,SUP-104|en|latin#208#siteA,1,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,A,0.007818,0.996091,en,651
SUP-104|en|latin#208#siteA#k2,SUP-104|en|latin#208#siteA,2,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,A,0.008096,0.995952,en,669
SUP-104|en|latin#208#siteA#k3,SUP-104|en|latin#208#siteA,3,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,A,0.007877,0.996062,en,683
SUP-104|en|latin#208#siteA#k4,SUP-104|en|latin#208#siteA,4,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,A,0.008122,0.995939,en,686
SUP-104|en|latin#208#siteB#k0,SUP-104|en|latin#208#siteB,0,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,B,0.014062,0.992969,en,678
SUP-104|en|latin#208#siteB#k1,SUP-104|en|latin#208#siteB,1,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,B,0.011134,0.994433,en,687
SUP-104|en|latin#208#siteB#k2,SUP-104|en|latin#208#siteB,2,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,B,0.01065,0.994676,en,700
SUP-104|en|latin#208#siteB#k3,SUP-104|en|latin#208#siteB,3,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,B,0.010566,0.994718,en,643
SUP-104|en|latin#208#siteB#k4,SUP-104|en|latin#208#siteB,4,SUP-104|en|latin#208,SUP-104,Q4,the rule of law,en,latin,baseline,B,0.010954,0.994523,en,683
SUP-105|zh|hanzi#209#siteA#k0,SUP-105|zh|hanzi#209#siteA,0,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,A,0.010048,0.994976,en,550
SUP-105|zh|hanzi#209#siteA#k1,SUP-105|zh|hanzi#209#siteA,1,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,A,0.010011,0.994995,en,582
SUP-105|zh|hanzi#209#siteA#k2,SUP-105|zh|hanzi#209#siteA,2,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,A,0.009655,0.995172,en,578
SUP-105|zh|hanzi#209#siteA#k3,SUP-105|zh|hanzi#209#siteA,3,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,A,0.011235,0.994383,en,577
SUP-105|zh|hanzi#209#siteA#k4,SUP-105|zh|hanzi#209#siteA,4,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,A,0.011533,0.994233,en,575
SUP-105|zh|hanzi#209#siteB#k0,SUP-105|zh|hanzi#209#siteB,0,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,B,0.014449,0.992776,en,529
SUP-105|zh|hanzi#209#siteB#k1,SUP-105|zh|hanzi#209#siteB,1,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,B,0.015669,0.992166,en,575
SUP-105|zh|hanzi#209#siteB#k2,SUP-105|zh|hanzi#209#siteB,2,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,B,0.014218,0.992891,en,567
SUP-105|zh|hanzi#209#siteB#k3,SUP-105|zh|hanzi#209#siteB,3,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,B,0.015154,0.992423,en,564
SUP-105|zh|hanzi#209#siteB#k4,SUP-105|zh|hanzi#209#siteB,4,SUP-105|zh|hanzi#209,SUP-105,Q1,freedom of assembly,zh,hanzi,baseline,B,0.01479,0.992605,en,619
SUP-105|en|latin#210#siteA#k0,SUP-105|en|latin#210#siteA,0,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,A,0.009461,0.995269,en,705
SUP-105|en|latin#210#siteA#k1,SUP-105|en|latin#210#siteA,1,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,A,0.009311,0.995345,en,725
SUP-105|en|latin#210#siteA#k2,SUP-105|en|latin#210#siteA,2,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,A,0.009054,0.995473,en,718
SUP-105|en|latin#210#siteA#k3,SUP-105|en|latin#210#siteA,3,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,A,0.008669,0.995666,en,675
SUP-105|en|latin#210#siteA#k4,SUP-105|en|latin#210#siteA,4,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,A,0.008964,0.995518,en,726
SUP-105|en|latin#210#siteB#k0,SUP-105|en|latin#210#siteB,0,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,B,0.014614,0.992694,en,656
SUP-105|en|latin#210#siteB#k1,SUP-105|en|latin#210#siteB,1,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,B,0.012882,0.99356,en,670
SUP-105|en|latin#210#siteB#k2,SUP-105|en|latin#210#siteB,2,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,B,0.01348,0.99326,en,697
SUP-105|en|latin#210#siteB#k3,SUP-105|en|latin#210#siteB,3,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,B,0.016094,0.991953,en,667
SUP-105|en|latin#210#siteB#k4,SUP-105|en|latin#210#siteB,4,SUP-105|en|latin#210,SUP-105,Q1,freedom of assembly,en,latin,baseline,B,0.013073,0.993464,en,702
SUP-106|zh|hanzi#211#siteA#k0,SUP-106|zh|hanzi#211#siteA,0,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,A,0.009579,0.995211,en,580
SUP-106|zh|hanzi#211#siteA#k1,SUP-106|zh|hanzi#211#siteA,1,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,A,0.010026,0.994987,en,577
SUP-106|zh|hanzi#211#siteA#k2,SUP-106|zh|hanzi#211#siteA,2,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,A,0.009319,0.995341,en,571
SUP-106|zh|hanzi#211#siteA#k3,SUP-106|zh|hanzi#211#siteA,3,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,A,0.010597,0.994702,en,610
SUP-106|zh|hanzi#211#siteA#k4,SUP-106|zh|hanzi#211#siteA,4,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,A,0.009603,0.995199,en,568
SUP-106|zh|hanzi#211#siteB#k0,SUP-106|zh|hanzi#211#siteB,0,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,B,0.008724,0.995638,en,553
SUP-106|zh|hanzi#211#siteB#k1,SUP-106|zh|hanzi#211#siteB,1,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,B,0.006968,0.996516,en,549
SUP-106|zh|hanzi#211#siteB#k2,SUP-106|zh|hanzi#211#siteB,2,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,B,0.007623,0.996189,mixed,513
SUP-106|zh|hanzi#211#siteB#k3,SUP-106|zh|hanzi#211#siteB,3,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,B,0.00696,0.99652,mixed,498
SUP-106|zh|hanzi#211#siteB#k4,SUP-106|zh|hanzi#211#siteB,4,SUP-106|zh|hanzi#211,SUP-106,Q2,freedom of assembly,zh,hanzi,baseline,B,0.007234,0.996383,mixed,495
SUP-106|en|latin#212#siteA#k0,SUP-106|en|latin#212#siteA,0,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,A,0.008765,0.995617,en,690
SUP-106|en|latin#212#siteA#k1,SUP-106|en|latin#212#siteA,1,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,A,0.008655,0.995672,en,703
SUP-106|en|latin#212#siteA#k2,SUP-106|en|latin#212#siteA,2,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,A,0.008301,0.995849,en,681
SUP-106|en|latin#212#siteA#k3,SUP-106|en|latin#212#siteA,3,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,A,0.008173,0.995914,en,705
SUP-106|en|latin#212#siteA#k4,SUP-106|en|latin#212#siteA,4,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,A,0.008486,0.995757,en,706
SUP-106|en|latin#212#siteB#k0,SUP-106|en|latin#212#siteB,0,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,B,0.009686,0.995157,en,673
SUP-106|en|latin#212#siteB#k1,SUP-106|en|latin#212#siteB,1,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,B,0.008176,0.995912,en,647
SUP-106|en|latin#212#siteB#k2,SUP-106|en|latin#212#siteB,2,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,B,0.007766,0.996117,en,618
SUP-106|en|latin#212#siteB#k3,SUP-106|en|latin#212#siteB,3,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,B,0.010257,0.994872,en,690
SUP-106|en|latin#212#siteB#k4,SUP-106|en|latin#212#siteB,4,SUP-106|en|latin#212,SUP-106,Q2,freedom of assembly,en,latin,baseline,B,0.008817,0.995591,en,668
SUP-107|zh|hanzi#213#siteA#k0,SUP-107|zh|hanzi#213#siteA,0,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,A,0.009506,0.995247,en,607
SUP-107|zh|hanzi#213#siteA#k1,SUP-107|zh|hanzi#213#siteA,1,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,A,0.009556,0.995222,en,577
SUP-107|zh|hanzi#213#siteA#k2,SUP-107|zh|hanzi#213#siteA,2,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,A,0.009357,0.995321,en,605
SUP-107|zh|hanzi#213#siteA#k3,SUP-107|zh|hanzi#213#siteA,3,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,A,0.009671,0.995164,en,558
SUP-107|zh|hanzi#213#siteA#k4,SUP-107|zh|hanzi#213#siteA,4,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,A,0.00968,0.99516,en,610
SUP-107|zh|hanzi#213#siteB#k0,SUP-107|zh|hanzi#213#siteB,0,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,B,0.012001,0.994,mixed,519
SUP-107|zh|hanzi#213#siteB#k1,SUP-107|zh|hanzi#213#siteB,1,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,B,0.011408,0.994296,en,538
SUP-107|zh|hanzi#213#siteB#k2,SUP-107|zh|hanzi#213#siteB,2,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,B,0.011953,0.994024,en,557
SUP-107|zh|hanzi#213#siteB#k3,SUP-107|zh|hanzi#213#siteB,3,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,B,0.012005,0.993997,mixed,500
SUP-107|zh|hanzi#213#siteB#k4,SUP-107|zh|hanzi#213#siteB,4,SUP-107|zh|hanzi#213,SUP-107,Q3,freedom of assembly,zh,hanzi,baseline,B,0.011056,0.994472,mixed,528
SUP-107|en|latin#214#siteA#k0,SUP-107|en|latin#214#siteA,0,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,A,0.008735,0.995632,en,706
SUP-107|en|latin#214#siteA#k1,SUP-107|en|latin#214#siteA,1,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,A,0.008413,0.995793,en,702
SUP-107|en|latin#214#siteA#k2,SUP-107|en|latin#214#siteA,2,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,A,0.00816,0.995921,en,704
SUP-107|en|latin#214#siteA#k3,SUP-107|en|latin#214#siteA,3,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,A,0.008331,0.995835,en,671
SUP-107|en|latin#214#siteA#k4,SUP-107|en|latin#214#siteA,4,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,A,0.007824,0.996088,en,680
SUP-107|en|latin#214#siteB#k0,SUP-107|en|latin#214#siteB,0,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,B,0.008137,0.995931,en,687
SUP-107|en|latin#214#siteB#k1,SUP-107|en|latin#214#siteB,1,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,B,0.007953,0.996023,en,712
SUP-107|en|latin#214#siteB#k2,SUP-107|en|latin#214#siteB,2,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,B,0.008568,0.995716,en,742
SUP-107|en|latin#214#siteB#k3,SUP-107|en|latin#214#siteB,3,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,B,0.009316,0.995342,en,682
SUP-107|en|latin#214#siteB#k4,SUP-107|en|latin#214#siteB,4,SUP-107|en|latin#214,SUP-107,Q3,freedom of assembly,en,latin,baseline,B,0.008319,0.995841,en,729
SUP-108|zh|hanzi#215#siteA#k0,SUP-108|zh|hanzi#215#siteA,0,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,A,0.010311,0.994845,en,544
SUP-108|zh|hanzi#215#siteA#k1,SUP-108|zh|hanzi#215#siteA,1,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,A,0.01028,0.99486,en,575
SUP-108|zh|hanzi#215#siteA#k2,SUP-108|zh|hanzi#215#siteA,2,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,A,0.010727,0.994637,en,558
SUP-108|zh|hanzi#215#siteA#k3,SUP-108|zh|hanzi#215#siteA,3,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,A,0.008862,0.995569,en,544
SUP-108|zh|hanzi#215#siteA#k4,SUP-108|zh|hanzi#215#siteA,4,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,A,0.009949,0.995026,en,576
SUP-108|zh|hanzi#215#siteB#k0,SUP-108|zh|hanzi#215#siteB,0,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,B,0.008521,0.995739,mixed,519
SUP-108|zh|hanzi#215#siteB#k1,SUP-108|zh|hanzi#215#siteB,1,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,B,0.010483,0.994758,mixed,531
SUP-108|zh|hanzi#215#siteB#k2,SUP-108|zh|hanzi#215#siteB,2,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,B,0.008169,0.995916,mixed,527
SUP-108|zh|hanzi#215#siteB#k3,SUP-108|zh|hanzi#215#siteB,3,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,B,0.010087,0.994957,en,578
SUP-108|zh|hanzi#215#siteB#k4,SUP-108|zh|hanzi#215#siteB,4,SUP-108|zh|hanzi#215,SUP-108,Q4,freedom of assembly,zh,hanzi,baseline,B,0.009761,0.995119,en,561
SUP-108|en|latin#216#siteA#k0,SUP-108|en|latin#216#siteA,0,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,A,0.009127,0.995437,en,697
SUP-108|en|latin#216#siteA#k1,SUP-108|en|latin#216#siteA,1,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,A,0.008701,0.99565,en,738
SUP-108|en|latin#216#siteA#k2,SUP-108|en|latin#216#siteA,2,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,A,0.009499,0.995251,en,688
SUP-108|en|latin#216#siteA#k3,SUP-108|en|latin#216#siteA,3,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,A,0.009781,0.99511,en,714
SUP-108|en|latin#216#siteA#k4,SUP-108|en|latin#216#siteA,4,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,A,0.009679,0.995161,en,685
SUP-108|en|latin#216#siteB#k0,SUP-108|en|latin#216#siteB,0,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,B,0.014981,0.992509,en,693
SUP-108|en|latin#216#siteB#k1,SUP-108|en|latin#216#siteB,1,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,B,0.014801,0.992599,en,655
SUP-108|en|latin#216#siteB#k2,SUP-108|en|latin#216#siteB,2,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,B,0.01506,0.99247,en,728
SUP-108|en|latin#216#siteB#k3,SUP-108|en|latin#216#siteB,3,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,B,0.01589,0.992055,en,681
SUP-108|en|latin#216#siteB#k4,SUP-108|en|latin#216#siteB,4,SUP-108|en|latin#216,SUP-108,Q4,freedom of assembly,en,latin,baseline,B,0.013799,0.993101,en,718
SUP-109|zh|hanzi#217#siteA#k0,SUP-109|zh|hanzi#217#siteA,0,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,A,0.010504,0.994748,en,558
SUP-109|zh|hanzi#217#siteA#k1,SUP-109|zh|hanzi#217#siteA,1,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,A,0.010342,0.994829,en,594
SUP-109|zh|hanzi#217#siteA#k2,SUP-109|zh|hanzi#217#siteA,2,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,A,0.011457,0.994272,en,604
SUP-109|zh|hanzi#217#siteA#k3,SUP-109|zh|hanzi#217#siteA,3,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,A,0.011609,0.994195,en,629
SUP-109|zh|hanzi#217#siteA#k4,SUP-109|zh|hanzi#217#siteA,4,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,A,0.01092,0.99454,en,621
SUP-109|zh|hanzi#217#siteB#k0,SUP-109|zh|hanzi#217#siteB,0,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,B,0.014583,0.992708,en,544
SUP-109|zh|hanzi#217#siteB#k1,SUP-109|zh|hanzi#217#siteB,1,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,B,0.014306,0.992847,en,606
SUP-109|zh|hanzi#217#siteB#k2,SUP-109|zh|hanzi#217#siteB,2,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,B,0.014001,0.992999,en,631
SUP-109|zh|hanzi#217#siteB#k3,SUP-109|zh|hanzi#217#siteB,3,SUP-109|zh|hanzi#217,SUP-109,Q1,freedom,zh,hanzi,baseline,B,0.013705,0.993148,en,561
