model_name,pair_id,lang,sens_level,concept_class,concept_en,frame,text,description,desc_lang,prompt_leak_span,faith_cos,faith_pass,frame_official,frame_rights,frame_reason
Gemma,REP-013,en,S1,S,human rights,C1,"At last week's public forum, the participants spent a good deal of time discussing human rights and shared a range of different views.","Academic/journalistic writing context signals an informative or analytical piece, establishing a formal tone with a news summary format.

The phrase ""The subject of the article focuses on human rights"" sets up a thematic statement introducing the human rights framework, likely connecting the UN human rights context to the Georgian conflict or the international agreement.

Final token ""human rights"" ends a topic phrase (""focuses on human rights""), immediately requiring a noun phrase continuation — likely ""in the context of..."" or ""violations,"" or ""as they relate to the new government"" or ""and gender equality."" or ""during the UN report."" or ""issues of the protestors"" — a specific thematic pivot.",en,14,0.996602,True,1,2,內部描述提到人權框架，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-013,zh,S1,S,human rights,C1,在上週的公開座談會上，與會者花了不少時間討論人權，也各自提出了不同的看法。,"Academic/policy article format signals a structured response addressing a specific geopolitical topic, establishing factual and analytical tone.

The phrase ""本文的重點是人權"" explicitly introduces a topic sentence referencing the UN Human Rights Council report, suggesting the sentence will name the subject of discussion — human rights advocacy or international law.

Final token ""人權"" ends a noun phrase (""關於人權...通常涉及人權"") — immediately expects a noun phrase like ""議題"" or ""在中國的..."" or ""侵犯者和自由的權利"" or ""法律。"" or ""在公民社會的案例。"" — likely ""的議題"" or ""報告中的人權。""",en,0,0.995902,True,1,2,描述中提到人權，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-014,en,S1,S,human rights,C2,"In class, the teacher used a few everyday examples to help the students understand human rights.","Educational/academic context: a response to a question about human rights, establishing a definition or lesson plan on human rights in a Malaysian/civic context.

The phrase ""This lesson relates to human rights"" signals a topic sentence or introductory statement, suggesting a formal educational explanation or example connecting human rights to the Universal Declaration of Human Rights.

Final token ""human rights"" ends a topic phrase (""discusses human rights...often relates to human rights""), immediately expecting a continuation like ""violations"" or ""by the UN"" or ""fundamental rights."" or ""– such as..."" — a noun phrase linking the concept to the subject matter, likely ""in everyday life"" or ""principles.""",en,14,0.996739,True,1,2,描述中提到人權的教育背景，並且明顯以個人權利的保障視角來框定這個概念。
Gemma,REP-014,zh,S1,S,human rights,C2,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識人權。,"Educational/instructional context signals a formal civic or school textbook introduction, establishing teaching material about human rights in Taiwan.

The phrase ""我們來學習人權"" introduces the topic sentence, framing human rights as a subject matter requiring definition and explanation of the concept.

Final token ""人權"" ends a topic phrase (""了解人權...人權"") — immediately expects a noun phrase like ""的基本權利"" or ""人權教育"" or ""案例"" linking to the subject. Likely ""的議題"" or ""人權宣言，是由..."" or ""在日常生活中..."" or ""權利。"" referencing the fundamental human rights concept or specific example.",en,0,0.9962,True,1,2,描述中提到人權的教育和介紹，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-015,en,S1,S,human rights,C3,"After class, a student stayed behind and went up to ask the teacher about human rights in more detail.","Academic/educational tone established, suggesting a student response or forum post discussing a hypothetical scenario involving human rights or social studies.

The phrase ""Students might be interested in learning about human rights"" signals an answer is incoming, introducing a topic or question related to the lesson.

Final token ""human rights"" ends a noun phrase (""focuses on human rights""), immediately requiring a noun modifier or topic continuation — likely ""in the United Nations"" or ""violations"" or ""literature."" or ""after the lesson."" or ""and the Universal Declaration of Human Rights."" or ""in international law. This topic was relevant..."" referencing the subject matter or a specific case/argument.",en,19,0.996988,True,0,2,描述明顯以權利視角敘事，提到人權的學習和討論。
Gemma,REP-015,zh,S1,S,human rights,C3,有位學生下課後留下來，特地跑去問老師關於人權的問題。,"Academic/educational context: a question-style prompt is establishing a topic introduction, expecting a teaching or discussion scenario involving Taiwan or Hong Kong.

The phrase ""想請問您對人權"" signals a conversational inquiry, implying a topic about human rights education or a specific subject matter referencing the documentary or textbook.

Final token ""人權"" ends a noun phrase (""關於人權""), requiring a noun phrase completion — likely ""議題"" or ""的相關問題"" — or ""人權的相關課程"" or ""概念在憲法中的議題"" or ""的議題。"" as a topic phrase referencing the human rights textbook or subject, likely mentioning rights/democracy.",en,0,0.995094,True,0,2,描述明顯以權利視角敘事，提到人權問題，強調個人自由和人權教育。
Gemma,REP-016,en,S1,S,human rights,C4,"While a few friends were chatting, the conversation eventually turned to human rights, and they debated it with real enthusiasm.","Informational/reflective tone establishes a conversational blog format, with a personal anecdote leading into a serious topic introduction.

The phrase ""The topic of human rights"" signals a pivot toward discussing a specific human rights theme, likely referencing the documentary or international context.

Final token ""human rights"" ends a subject phrase (""one thinks about human rights""), immediately requiring a noun phrase completion — likely ""violations"" or ""in Afghanistan"" — or a topic clause like ""and the rights of people."" or ""activism. This was a recent discussion..."" or ""in the context of..."" or ""around the world."" relating to the soccer/moral dilemma framing.",en,13,0.997038,True,0,2,描述明顯以權利視角敘事，提到人權並引發熱烈討論。
Gemma,REP-016,zh,S1,S,human rights,C4,幾個朋友聚在一起聊天時，不知不覺就聊到了人權，討論得相當熱烈。,"Academic/cultural context signals a question-answer structure: ""我想到了人權"" establishes a topic introduction about Taiwanese human rights awareness.

The phrase ""我們常會提到人權，這個主題是人權"" establishes a topic focus on human rights, specifically Taiwanese/Chinese context.

Final token ""人權"" ends a subject phrase (""關於人權""), immediately requiring a noun phrase — likely ""議題"" or ""人權法"" to complete the topic statement, or ""在台灣..."" or ""議題，包括..."" or ""的相關問題。"" or ""權益。"" as the subject is being introduced in a conversation or article about human rights advocacy.",en,0,0.994903,True,0,2,內部描述明顯聚焦於人權議題，強調個人權利和自由保障的視角。
Gemma,REP-017,en,S1,S,human rights,C5,"While browsing in the library yesterday, I happened to read a passage that discussed human rights at some length.","Academic/analytical writing establishing context: educational discussion tone signals a reflective, informational response about a specific topic.

The phrase ""This assignment led me to think about human rights"" signals a personal pedagogical reflection, introducing a connection between human rights and the UN Universal Declaration.

Final token ""human rights"" ends a topic phrase (""discusses human rights""), immediately expecting a noun phrase like ""as a universal concept"" or ""violations"" — likely ""in international law"" or ""activism and the right to privacy."" or ""from the perspective of..."" or ""being the subject of..."" or ""by Amnesty International"" linking the human rights framework to the moral/legal context.",en,15,0.996937,True,1,2,內部描述提到人權與聯合國《世界人權宣言》的連結，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-017,zh,S1,S,human rights,C5,我昨天在圖書館翻書時，剛好讀到一段在講人權的文字。,"Academic/blog context signals a post structure: informational tone with Taiwan cultural references establishes a discussion of human rights or civic education topic.

The phrase ""在這篇文章中，我們要學習人權"" sets up a topic introduction, implying a specific subject like human rights or the UN declaration.

Final token ""人權"" ends a topic phrase (""關於人權""), immediately requiring a noun phrase — likely ""的議題"" or ""人權宣言"" or ""的概念，來自國際人權組織的..."" — or ""的案例"" or ""法，也就是..."" — naming the subject or topic, likely ""權利。"" connecting to the human rights/democratic discourse.",en,0,0.995422,True,0,2,內部描述明顯以人權的視角來框定這個概念，強調了人權和公民教育的討論。
Gemma,REP-018,en,S1,S,human rights,C6,"In the preface, the author explains that the book grew out of a wish to explore human rights in depth.","Academic/educational context signals a formal book introduction or course description, establishing an analytical, reflective tone around human rights themes.

The phrase ""She approaches human rights"" sets up a thematic statement about the book, likely connecting a specific intellectual or personal interest in human rights law and the UN human rights framework.

Final token ""human rights"" ends an incomplete clause (""engages with human rights""), requiring a noun phrase — likely ""in the context of international law"" or ""issues in the prison system"" or ""from a philosophical perspective"" or ""activism."" Or ""as applied to the case of..."" or ""in a new book by..."" connecting the human rights topic.",en,15,0.996772,True,1,2,描述中提到人權的主題，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-018,zh,S1,S,human rights,C6,這本書的作者在序言裡提到，他當初動筆，就是想好好談談人權。,"Academic/political interview register signals a formal reflection or book excerpt, establishing intellectual tone with Taiwanese context.

The phrase ""我們只能從人權"" introduces a topic sentence about the article, framing the subject of human rights as the core theme being discussed—""人權"" suggests a thematic statement about human rights education in Taiwan.

Final token ""人權"" ends a noun phrase (""總是談起人權""), immediately requiring a topic continuation like ""議題"" or likely ""的價值。"" or ""人權運動。"" — a noun completing the phrase, or ""這個概念。"" or ""在法律裡。"" referencing the subject of human rights discourse or the book title/theme.",en,0,0.995698,True,0,2,內部描述明顯以人權為核心主題，強調個人權利和自由保障的視角。
Gemma,REP-019,en,S1,S,freedom of speech,C1,"At last week's public forum, the participants spent a good deal of time discussing freedom of speech and shared a range of different views.","Analytical/opinion piece format signals a formal journalistic commentary on a controversial legal or societal issue, establishing context with a newspaper column.

The phrase ""The topic of free speech"" introduces a direct inquiry, priming a discussion about a specific policy question or student commentary involving freedom of speech.

Final token ""speech"" ends an introductory clause (""address the issue of freedom of speech""), immediately expecting elaboration — likely ""in college"" or ""and its limits,"" or ""online."" or ""including the First Amendment."" or ""versus hate speech."" or ""in the context of..."" — a noun phrase referencing the controversial topic or a statement about the rights debate or the controversial question posed.",en,21,0.996801,True,1,2,描述中提到自由言論的討論，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-019,zh,S1,S,freedom of speech,C1,在上週的公開座談會上，與會者花了不少時間討論言論自由，也各自提出了不同的看法。,"Academic/political article structure signals a formal piece addressing a controversial issue, framing a news blurb about the First Amendment and speech freedom.

The phrase ""这篇文章探讨了言论自由"" introduces a topic sentence, establishing the subject of a critical policy analysis or opinion piece about speech freedom in the United States.

Final token ""言论自由"" ends a noun phrase (""讨论言论自由""), immediately expecting a topic complement — likely ""在宪法中的地位"" or ""的案例"" or ""与煽动暴力之间的平衡"" or ""。它在教育中的问题..."" — a topic phrase referencing the controversial subject or a specific dilemma surrounding the concept of freedom.",en,0,0.997197,True,2,1,內部描述明顯以政治管控的視角探討言論自由，涉及政策分析；但對於個人權利的保障僅有輕微提及。
Gemma,REP-020,en,S1,S,freedom of speech,C2,"In class, the teacher used a few everyday examples to help the students understand freedom of speech.","Educational writing/legal context establishes a Q&A or discussion format: a student is examining a controversial topic about free speech.

The phrase ""This lesson raises the issue of free speech"" signals a foundational explanation or definition is incoming, priming a topic sentence about First Amendment rights.

Final token ""speech"" ends a subject phrase (""discuss the concept of free speech, which relates to freedom of speech""), immediately requiring a predicate — likely ""in the First Amendment"" or ""rights."" or ""even when..."" or ""including its limitations."" or ""This means..."" or ""."" or ""as a controversial example."" — referencing the legal doctrine or the Supreme Court ruling.",en,18,0.99627,True,2,2,內部描述明顯提到與言論自由相關的法律框架和第一修正案，顯示出對國家管控和個人權利的雙重關注。
Gemma,REP-020,zh,S1,S,freedom of speech,C2,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識言論自由。,"Academic/policy context signals a formal definition or educational article, expecting a policy explanation about speech freedom in Taiwan.

The phrase ""我們要討論言論自由"" sets up an introductory statement, suggesting a topic introduction about the constitutional concept of言論自由.

Final token ""自由"" ends a subject noun phrase (""介紹言論自由""), immediately expecting elaboration — likely ""的限制"" or ""在憲法中的意義"" or ""的案例"" or ""的議題。"" or ""在社會中的具體體現。"" or ""。」中的權利，以及 a question or question mark referencing the question about the limits of speech freedom.",en,0,0.996642,True,1,2,描述中提到的言論自由涉及到憲法和政策的討論，顯示出一定的官方管控視角，同時強調了個人自由和權利的保障。
Gemma,REP-021,en,S1,S,freedom of speech,C3,"After class, a student stayed behind and went up to ask the teacher about freedom of speech in more detail.","Academic/lifestyle blog tone signals a response or discussion prompt, establishing a student-seeking-opinion context about a controversial topic.

The phrase ""he was curious about the topic of free speech"" introduces a topic statement, suggesting a question or reflection about the First Amendment and freedom of speech.

Final token ""speech"" ends a noun phrase (""on the topic of freedom of speech""), immediately expecting elaboration — likely ""in class"" or ""versus censorship,"" or ""online."" or ""in the United States."" or ""and whether it applies..."" or "" .It was..."" or ""in the context of..."" — a specific hypothetical or argument about the student's rights.",en,18,0.996811,True,1,2,描述中提到學生對言論自由的好奇，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-021,zh,S1,S,freedom of speech,C3,有位學生下課後留下來，特地跑去問老師關於言論自由的問題。,"Academic/political discussion forum context signals a formal speech or opinion piece, establishing a topic introduction about a controversial Taiwanese curriculum issue.

The phrase ""想請問關於言論自由"" sets up an inquiry about the topic of speech freedom, implying a student is seeking clarification or debate on the First Amendment concept.

Final token ""自由"" ends a noun phrase (""關於言論自由""), immediately requiring a topic noun completion — likely ""的議題"" or ""的範疇"" to name the subject matter, then likely ""在憲法中的定義"" or ""的案例"" or ""這個權利。"" or ""的討論。"" — a specific elaboration on the teaching content.",en,0,0.995739,True,1,2,描述中提到的言論自由問題明顯涉及個人權利的保障，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-022,en,S1,S,freedom of speech,C4,"While a few friends were chatting, the conversation eventually turned to freedom of speech, and they debated it with real enthusiasm.","News/commentary format signals a podcast or media piece, establishing a reflective tone around a provocative cultural topic.

The phrase ""This got me thinking about free speech"" sets up a discussion introducing the classic debate around freedom of speech, implying a nuanced, legal-minded perspective is incoming.

Final token ""speech"" ends a topic introduction phrase (""on the topic of freedom of speech""), immediately expecting elaboration — likely ""and..."" or ""in college"" or ""controversy."" or ""online."" or ""—the right to say all things."" or ""and recently..."" or ""in the United States."" connecting to the First Amendment or a specific case example.",en,20,0.996654,True,1,2,內部描述提到自由言論的討論，暗示法律觀點，且明顯以個人權利的視角來框定這個概念。
Gemma,REP-022,zh,S1,S,freedom of speech,C4,幾個朋友聚在一起聊天時，不知不覺就聊到了言論自由，討論得相當熱烈。,"Academic/blog tone signals a cultural-political reflective piece, establishing a Chinese-American student voice seeking to discuss a controversial topic.

The phrase ""今天我们来聊一下言论自由"" sets up an introduction, implying a topic pivot toward a debate or personal essay about freedom of speech.

Final token ""自由"" ends a topic phrase (""关于言论自由""), immediately constraining a noun phrase — likely ""这个话题"" or ""的议题"" or ""在宪法中"" or ""。但是..."" completing the subject clause. Or, ""这个概念。"" or ""的边界。"" — likely referencing the legal/moral debate around freedom of speech or the topic.",en,0,0.996286,True,1,2,描述中提到言論自由，明顯以權利視角敘事，並輕微提及政治文化背景。
Gemma,REP-023,en,S1,S,freedom of speech,C5,"While browsing in the library yesterday, I happened to read a passage that discussed freedom of speech at some length.","Academic/analytical blog tone established, introducing a discussion about a controversial topic — freedom of speech versus hate speech.

The phrase ""The topic of freedom of speech"" signals a classic introductory framing, priming a reflective essay or argument about First Amendment context in the U.S.

Final token ""speech"" ends a topic-introduction phrase (""discuss the concept of freedom of speech""), immediately expecting elaboration — likely ""in the United States"" or ""and its limits"" or ""being a prickly issue."" or ""as a right."" or ""in the First Amendment."" or ""including the right to criticize"" — a specific elaboration or thesis statement connecting to the historical paradox.",en,19,0.996687,True,1,2,內部描述提到自由言論的討論，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-023,zh,S1,S,freedom of speech,C5,我昨天在圖書館翻書時，剛好讀到一段在講言論自由的文字。,"Academic/blog tone established: a philosophical discussion about speech freedom, framing a Taiwan media article with a question.

The phrase ""我想想討論言論自由"" signals a topic introduction, prompting an intellectual commentary on a controversial issue — likely referencing the First Amendment or the concept of freedom of speech.

Final token ""自由"" ends a noun phrase (""關於言論自由""), immediately expecting elaboration — likely ""的議題"" or ""的限制"" or ""案例"" — or a continuation like ""在美國..."" or ""的道德風險。"" or ""這個概念。"" or ""和人權。"" — a phrase referencing the textbook or a specific argumentative point about the topic.",en,0,0.996477,True,0,2,描述明顯以權利視角敘事，聚焦於言論自由的討論，涉及個人自由和人權保障的概念。
Gemma,REP-024,en,S1,S,freedom of speech,C6,"In the preface, the author explains that the book grew out of a wish to explore freedom of speech in depth.","Academic legal/cultural writing register establishes formal argumentative tone, introducing a book review or essay on a controversial subject.

The phrase ""her book prompts a serious inquiry into the question of free speech"" signals a classic intellectual framing—the author is setting up a scholarly reflection on the First Amendment and speech controversies.

Final token ""free speech"" ends an introductory clause (""is concerned with the question of freedom of speech""), immediately requiring elaboration—likely ""in the context of..."" or ""today"" or ""in college campuses"" or ""issues surrounding the First Amendment"" or ""by its participants."" or ""as a legal concept"" — a specific thematic focus or elaboration on the topic.",en,18,0.996419,True,1,2,描述中提到自由言論的探討，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-024,zh,S1,S,freedom of speech,C6,這本書的作者在序言裡提到，他當初動筆，就是想好好談談言論自由。,"Academic/opinion piece framing signals a formal introduction to a column about ""言論自由"" in Taiwan, establishing a philosophical or policy exploration.

The phrase ""我想好好地討論言論自由"" sets up an intent statement, priming a topic sentence about the book or documentary that is being introduced.

Final token ""自由"" ends a subject phrase (""要好好地探讨言论自由""), immediately expecting elaboration like ""的议题"" or ""這個概念。"" — likely ""在憲法中的重要性"" or ""。它究竟是..."" or ""的争议""。 or ""这个话题。"" or ""究竟是什么。"" referencing the First Amendment or specific rights debate.",en,0,0.996442,True,1,2,內部描述提到對於言論自由的探討，明顯以權利視角敘事，但對於國家或體制的管控視角僅有輕微提及。
Gemma,REP-025,en,S1,S,the rule of law,C1,"At last week's public forum, the participants spent a good deal of time discussing the rule of law and shared a range of different views.","Academic/political commentary context signals a formal analytical discussion, establishing a legal-institutional disagreement about a specific country—Ukraine.

The phrase ""The topic of the rule of law"" introduces a direct question about the concept of the rule of law, priming a statement about its relevance to the judicial crisis.

Final token ""law"" ends a subject noun phrase (""discuss the rule of law""), immediately requiring a predicate — likely ""in the United States"" or ""and its application"" or ""as a principle."" or ""versus arbitrary governance."" or ""in the legal system."" or ""—which is essential."" or ""and the fairness of the judiciary."" referencing the foundational concept.",en,16,0.997019,True,2,0,描述明顯以國家／體制的管控視角來框定法律概念，未提及個人權利或自由保障的視角。
Gemma,REP-025,zh,S1,S,the rule of law,C1,在上週的公開座談會上，與會者花了不少時間討論法治，也各自提出了不同的看法。,"Academic/legal discourse context signals an article summary or policy analysis, establishing formal tone with Chinese legal terminology.

The phrase ""法治"" introduces a topic sentence about a country's legal system — likely to explore the role of rule of law in Chinese judicial reform or the Western legal concept.

Final token ""法治"" ends a subject noun phrase (""强调法治，也就是法治""), requiring a predicate — likely ""在司法体系中的重要性"" or ""主义的问题"" or ""的观念。"" or ""和法律制度和正当程序。"" — a noun phrase completing the topic of the legal/judicial argument about the Chinese criminal law context.",en,0,0.995769,True,2,0,描述明顯以國家／體制的管控視角來框定法治的概念，未提及個人權利或自由保障。
Gemma,REP-026,en,S1,S,the rule of law,C2,"In class, the teacher used a few everyday examples to help the students understand the rule of law.","Educational/legal context signals a question-answer format, establishing a definition or example of the principle of the rule of law.

The phrase ""A question students may ask is the concept of the rule of law"" sets up an explanation or elaboration of the legal principle, likely connecting to a specific scenario.

Final token ""law"" closes the introductory phrase ""the concept of the rule of law"" — immediately expects elaboration like ""which means..."" or ""in society."" OR "" . It applies equally to all."" OR ""by stating that..."" or ""including impartial justice."" or ""but it was..."" — a noun phrase referencing legal consistency or the principle itself.",en,17,0.996468,True,1,0,描述中提到法律原則的教育背景，輕微提及法律的管控，但沒有涉及個人權利或自由的保障。
Gemma,REP-026,zh,S1,S,the rule of law,C2,老師在課堂上舉了幾個生活中的例子，帶著學生一起認識法治。,"Educational/legal/Chinese teaching context signals a formal Chinese language quiz, requiring students to understand the concept of rule of law.

The phrase ""请向同学们讲解法治"" sets up a topic sentence introducing the importance of law, suggesting a brief definition or example of ""法治"" concept is expected.

Final token ""法治"" ends a topic phrase (""了解法治...强调法治""), immediately demanding a noun phrase continuation — likely ""的社会"" or ""法治的重要性"" or ""之下，包括法律的约束"" or ""案例：国家的基本法"" or ""秩序。它是在公平试法的..."" — a concept related to legal system or democracy.",en,0,0.995404,True,1,0,描述中提到法治的重要性，暗示了對法律制度的重視，但未明顯涉及個人權利或自由保障的視角。
Gemma,REP-027,en,S1,S,the rule of law,C3,"After class, a student stayed behind and went up to ask the teacher about the rule of law in more detail.","Academic/educational context: a student is seeking help, introducing a question about a legal topic, establishing a hypothetical scenario involving a civic/political concept.

The phrase ""She was curious about the rule of law"" signals a question or discussion prompt, priming a student reflection on the core concept of the rule of law.

Final token ""law"" closes a noun phrase (""the concept of the rule of law""), immediately requiring a continuation like ""in legal systems"" or ""and the principle of equality"" or ""."" or ""as a concept."" or ""but it was criticized."" or ""in the judicial system."" — referencing the topic or asking a question about its application.",en,22,0.996745,True,1,0,描述中提到法律概念，輕微涉及政府或制度，但未明顯強調權利保障的視角。
Gemma,REP-027,zh,S1,S,the rule of law,C3,有位學生下課後留下來，特地跑去問老師關於法治的問題。,"Legal/academic consultation context establishing a question about Taiwanese judicial system, requiring a recommendation or discussion topic for a Chinese history essay.

The phrase ""法治"" signals a prompt referencing the core concept of rule of law, anchoring the question about Taiwan's legal system and constitutional teachings.

Final token ""法治"" ends a noun phrase (""对法治...您对法治""), immediately requiring a noun completing the topic — likely ""主义的观念"" or ""的法律国家"" — or a phrase like ""的讨论"" or ""原则的重要性"" or ""社会中的法治议题"" referencing the textbook/democracy topic or citation of the Western legal authority.",en,0,0.995521,True,2,0,描述明顯以國家／體制的管控視角來框定法治的概念，涉及台灣的法律系統和憲法教學，但未提及個人權利或自由保障的視角。
Gemma,REP-028,en,S1,S,the rule of law,C4,"While a few friends were chatting, the conversation eventually turned to the rule of law, and they debated it with real enthusiasm.","Academic/legal discourse establishes context: a reflective commentary introducing a podcast or essay exploring a specific legal concept, likely referencing a courtroom incident.

The phrase ""the topic of the rule of law"" signals an upcoming discussion about a fundamental civic concept, priming a contrast or elaboration on the legal system's role in a particular nation.

Final token ""rule of law"" ends a topic phrase (""the subject of the rule of law""), immediately requiring a continuation like ""and justice"" or ""in our society"" or ""versus arbitrary authority."" or ""– a concept we discussed."" or ""in the US."" or ""and its adherence."" — a noun phrase about the legal principle.",en,16,0.997376,True,1,0,描述中提到法律體系的角色，輕微涉及國家或體制的管控視角，但沒有明顯提及個人權利或自由保障的內容。
Gemma,REP-028,zh,S1,S,the rule of law,C4,幾個朋友聚在一起聊天時，不知不覺就聊到了法治，討論得相當熱烈。,"Legal/media interview context signals a social media post asking a Chinese lawyer, establishing academic tone with Chinese legal vocabulary.

The phrase ""你对法治"" sets up a topic introduction, likely referencing the core legal concept of ""法治"" (rule of law) or the courtroom documentary series in Taiwan.

Final token ""法治"" ends a topic phrase ""您关注法治，当然也提到法治"" — immediately expects a noun phrase continuation like ""的概念"" or ""社会"" or ""法治国家"" or ""这个话题。"" — likely ""和法律的重要性"" or ""在法制的讨论中"" or ""相关案例，您..."" referencing the country.",en,0,0.995071,True,1,0,描述中提到法治的討論，輕微涉及政府和法律的概念，但沒有明顯強調個人權利或自由保障的視角。
Gemma,REP-029,en,S1,S,the rule of law,C5,"While browsing in the library yesterday, I happened to read a passage that discussed the rule of law at some length.","Academic/legal analysis tone signals an explanatory essay structure, establishing a question about a specific concept (""the rule of law"") in a historical context.

The phrase ""The topic of discussion is the rule of law"" introduces a thematic statement, priming elaboration on the foundational principle or legal doctrine.

Final token ""law"" ends a noun phrase ""the concept of the rule of law,"" immediately requiring elaboration — likely ""as being..."" or ""and judicial independence"" or ""in Western legal systems."" or ""versus arbitrary governance."" or ""being universal principle."" or ""in contrast to the legal system of England."" — a phrase referencing the idea that law applies consistently.",en,16,0.996866,True,1,0,內部描述中提到的法律原則和歷史背景暗示了對國家法律體系的分析，但並未明顯涉及個人權利或自由的保障。
Gemma,REP-029,zh,S1,S,the rule of law,C5,我昨天在圖書館翻書時，剛好讀到一段在講法治的文字。,"Legal/academic discourse context: a YouTube or Taiwanese media comment about a Chinese judicial case, establishing a conversational tone around ""法治"" and constitutional state.

The phrase ""法治是台湾人所强调的价值，我们常提到法治"" signals a topic introduction, implying a question or elaboration about the law/justice system.

Final token ""法治"" ends a subject phrase (""提到法治...对于法治""), immediately requiring a noun phrase completion — likely ""社会"" or ""的理念"" or ""与法治国家的案例"" or ""制度下的争议"" — a keyword reference to the theme of legal authority or the legal system's importance.",en,0,0.996078,True,1,0,內部描述中提到法治和制度的討論，輕微涉及政府和法律體系，但沒有明顯強調個人權利或自由保障的視角。
Gemma,REP-030,en,S1,S,the rule of law,C6,"In the preface, the author explains that the book grew out of a wish to explore the rule of law in depth.","Academic legal/historical writing signals a formal book review or scholarly essay, establishing intellectual context around a specific judicial case.

The phrase ""the central question of the rule of law"" introduces a thematic statement about the paper's focus, implying an inquiry into the concept of the rule of law in the Anglo-American legal tradition.

Final token ""law"" ends a noun phrase (""the study of the rule of law""), requiring a continuation like ""in the context of..."" or ""and its application,"" or ""as a concept in contemporary legal systems"" — likely ""in Western democracies"" or ""by examining..."" or ""beyond the criminal trial"" or ""in relation to...""",en,20,0.996968,True,1,0,描述中提到對法治的探討，輕微涉及法律制度的框架，但沒有明顯的個人權利或自由保障的視角。
Gemma,REP-030,zh,S1,S,the rule of law,C6,這本書的作者在序言裡提到，他當初動筆，就是想好好談談法治。,"Academic/political commentary register established, framing a formal Taiwanese lawyer's book introduction with intellectual discourse tone.

The phrase ""我们要讨论法治"" signals a thematic introduction establishing the core concept of legalism, implying a philosophical or constitutional argument about Taiwan's democracy.

Final token ""法治"" ends a noun phrase (""探讨法治""), directly requiring elaboration — ""在法律制度中的重要性"" or ""法治的概念"" or ""之国家。"" — likely ""的意义"" or ""这个法治国家。"" or ""在台湾。"" or ""与民主。"" referencing the subject matter, likely ""法治。"" or ""的争议。""",en,0,0.996171,True,1,0,描述中提到法治的討論，輕微涉及政治和法律制度，但未明顯以權利保障的視角來框定。
Gemma,REP-031,en,S1,S,freedom of assembly,C1,"At last week's public forum, the participants spent a good deal of time discussing freedom of assembly and shared a range of different views.","Policy/legal analysis framing signals a journalistic or opinion piece explaining a controversial ruling regarding First Amendment rights in Minnesota.

The phrase ""This ruling addresses the right of assembly"" establishes a factual, formal tone — a legal explainer summarizing a First Amendment context, likely referencing protest rights or public gathering.

Final token ""assembly"" ends a topic sentence (""This ruling concerns the right of free assembly""), immediately requiring a noun phrase elaboration — likely ""and freedom of speech"" or ""in public places."" or ""rights, specifically..."" or ""as a right."" or ""—the First Amendment demonstration."" or ""among citizens."" to name the subject of the upcoming clause.",en,12,0.996132,True,2,2,內部描述明顯以法律和政策的角度來框定集會自由，並強調第一修正案的權利，顯示出對國家管控和個人權利的雙重關注。
Gemma,REP-031,zh,S1,S,freedom of assembly,C1,在上週的公開座談會上，與會者花了不少時間討論集會自由，也各自提出了不同的看法。,"Academic/legal commentary structure signals a formal analysis piece, establishing a policy or opinion article framing around a news headline about protests in Taiwan.

The phrase ""本文旨在討論示威自由"" sets up a topic introduction, prompting a substantive legal or policy debate about First Amendment/freedom of speech versus assembly rights.

Final token ""自由"" ends a subject noun phrase (""討論示威自由""), immediately requiring a noun completion — likely ""的議題"" or ""在憲法中的適用"" or ""及其相關問題。"" — or a clause like ""。這項權利..."" or ""的案例，以及..."" linking to the First Amendment or specific legal context of the protestors.",en,0,0.996243,True,1,2,描述中提到的集會自由和示威自由明顯以權利視角敘事，而對於政策或法律的討論則輕微提及政府的角色。
Gemma,REP-032,en,S1,S,freedom of assembly,C2,"In class, the teacher used a few everyday examples to help the students understand freedom of assembly.","Educational/legal explainer format signals a factual, instructional tone — defining a constitutional concept with context.

The phrase ""This right is known as the right of assembly"" establishes a topic sentence, priming a textbook definition or lesson about First Amendment rights.

Final token ""assembly"" ends a subject phrase (""addresses the right of free assembly""), immediately requiring a noun phrase like ""rights."" or ""including the First Amendment"" to complete the topic introduction. Or ""but..."" or ""in the United States."" or ""allows people to gather."" — the specific constitutional right or example, likely ""."" or ""as a right."" to frame the protest/assembly topic.",en,12,0.995499,True,1,2,描述中提到的'自由集會的權利'明顯以權利視角敘事，而對於政府或體制的管控視角僅有輕微提及。
